m_ref,m_da,Q_W,Q_required,Error,water_kg_hr,water_kg_per_kWh,NTU,effectiveness,W_comp,COP,Re,flow_regime
0.1,2.0,645.724801297685,47870.70142789434,47224.976626596654,31.356563989978415,17.178692656984293,0.03916986494009436,0.0384126447057892,1825.3172471322994,0.3537603133439755,1179067.705798973,Turbulent
0.2,2.0,1291.44960259537,47870.70142789434,46579.25182529897,31.356563989978415,8.589346328492146,0.03916986494009436,0.0384126447057892,3650.6344942645987,0.3537603133439755,2358135.411597946,Turbulent
0.3,2.0,1937.1744038930547,47870.70142789434,45933.52702400128,31.356563989978415,5.7262308856614315,0.03916986494009436,0.0384126447057892,5475.951741396898,0.35376031334397545,3537203.117396919,Turbulent
0.4,2.0,2582.89920519074,47870.70142789434,45287.8022227036,31.356563989978415,4.294673164246073,0.03916986494009436,0.0384126447057892,7301.2689885291975,0.3537603133439755,4716270.823195892,Turbulent
0.5,2.0,3228.6240064884246,47870.70142789434,44642.07742140591,31.356563989978415,3.435738531396859,0.03916986494009436,0.0384126447057892,9126.586235661496,0.3537603133439755,5895338.528994865,Turbulent
0.6,2.0,3874.3488077861093,47870.70142789434,43996.35262010823,31.356563989978415,2.8631154428307157,0.03916986494009436,0.0384126447057892,10951.903482793796,0.35376031334397545,7074406.234793838,Turbulent
0.7,2.0,4520.0736090837945,47870.70142789434,43350.62781881054,31.356563989978415,2.4540989509977567,0.03916986494009436,0.0384126447057892,12777.220729926094,0.3537603133439755,8253473.9405928105,Turbulent
0.8,2.0,5165.79841038148,47870.70142789434,42704.90301751286,31.356563989978415,2.1473365821230366,0.03916986494009436,0.0384126447057892,14602.537977058395,0.3537603133439755,9432541.646391785,Turbulent
0.9,2.0,5811.523211679164,47870.70142789434,42059.17821621517,31.356563989978415,1.9087436285538104,0.03916986494009436,0.0384126447057892,16427.855224190695,0.35376031334397545,10611609.352190759,Turbulent
1.0,2.0,6457.248012976849,47870.70142789434,41413.45341491749,31.356563989978415,1.7178692656984296,0.03916986494009436,0.0384126447057892,18253.172471322992,0.3537603133439755,11790677.05798973,Turbulent
1.1,2.0,7102.972814274535,47870.70142789434,40767.7286136198,31.356563989978415,1.5616993324531174,0.03916986494009436,0.0384126447057892,20078.489718455294,0.3537603133439755,12969744.763788704,Turbulent
1.2,2.0,7748.697615572219,47870.70142789434,40122.00381232212,31.356563989978415,1.4315577214153579,0.03916986494009436,0.0384126447057892,21903.80696558759,0.35376031334397545,14148812.469587676,Turbulent
1.3,2.0,8394.422416869904,47870.70142789434,39476.27901102444,31.356563989978415,1.3214378966910996,0.03916986494009436,0.0384126447057892,23729.12421271989,0.3537603133439755,15327880.17538665,Turbulent
1.4,2.0,9040.147218167589,47870.70142789434,38830.554209726746,31.356563989978415,1.2270494754988783,0.03916986494009436,0.0384126447057892,25554.441459852187,0.3537603133439755,16506947.881185621,Turbulent
1.5,2.0,9685.872019465274,47870.70142789434,38184.82940842907,31.356563989978415,1.1452461771322862,0.03916986494009436,0.0384126447057892,27379.75870698449,0.3537603133439755,17686015.586984593,Turbulent
1.6,2.0,10331.59682076296,47870.70142789434,37539.104607131376,31.356563989978415,1.0736682910615183,0.03916986494009436,0.0384126447057892,29205.07595411679,0.3537603133439755,18865083.29278357,Turbulent
1.7,2.0,10977.321622060643,47870.70142789434,36893.3798058337,31.356563989978415,1.010511332763782,0.03916986494009436,0.0384126447057892,31030.393201249088,0.35376031334397545,20044150.998582542,Turbulent
1.8,2.0,11623.046423358328,47870.70142789434,36247.65500453601,31.356563989978415,0.9543718142769052,0.03916986494009436,0.0384126447057892,32855.71044838139,0.35376031334397545,21223218.704381518,Turbulent
1.9,2.0,12268.771224656013,47870.70142789434,35601.93020323833,31.356563989978415,0.9041417187886471,0.03916986494009436,0.0384126447057892,34681.02769551369,0.35376031334397545,22402286.410180487,Turbulent
2.0,2.0,12914.496025953698,47870.70142789434,34956.20540194064,31.356563989978415,0.8589346328492148,0.03916986494009436,0.0384126447057892,36506.344942645985,0.3537603133439755,23581354.11597946,Turbulent
2.1,2.0,13560.220827251385,47870.70142789434,34310.48060064296,31.356563989978415,0.8180329836659187,0.03916986494009436,0.0384126447057892,38331.66218977828,0.35376031334397556,24760421.821778435,Turbulent
2.2,2.0,14205.94562854907,47870.70142789434,33664.755799345265,31.356563989978415,0.7808496662265587,0.03916986494009436,0.0384126447057892,40156.97943691059,0.3537603133439755,25939489.527577408,Turbulent
2.3,2.0,14851.670429846752,47870.70142789434,33019.03099804759,31.356563989978415,0.7468996807384476,0.03916986494009436,0.0384126447057892,41982.29668404288,0.3537603133439755,27118557.23337638,Turbulent
2.4,2.0,15497.395231144437,47870.70142789434,32373.3061967499,31.356563989978415,0.7157788607076789,0.03916986494009436,0.0384126447057892,43807.61393117518,0.35376031334397545,28297624.939175352,Turbulent
2.5,2.0,16143.120032442124,47870.70142789434,31727.581395452216,31.356563989978415,0.6871477062793718,0.03916986494009436,0.0384126447057892,45632.93117830748,0.3537603133439755,29476692.64497433,Turbulent
2.6,2.0,16788.844833739808,47870.70142789434,31081.85659415453,31.356563989978415,0.6607189483455498,0.03916986494009436,0.0384126447057892,47458.24842543978,0.3537603133439755,30655760.3507733,Turbulent
2.7,2.0,17434.569635037493,47870.70142789434,30436.131792856846,31.356563989978415,0.6362478761846034,0.03916986494009436,0.0384126447057892,49283.565672572084,0.35376031334397545,31834828.056572273,Turbulent
2.8,2.0,18080.294436335178,47870.70142789434,29790.40699155916,31.356563989978415,0.6135247377494392,0.03916986494009436,0.0384126447057892,51108.882919704374,0.3537603133439755,33013895.762371242,Turbulent
2.9,2.0,18726.019237632863,47870.70142789434,29144.682190261476,31.356563989978415,0.5923687123098033,0.03916986494009436,0.0384126447057892,52934.20016683668,0.3537603133439755,34192963.46817022,Turbulent
3.0,2.0,19371.74403893055,47870.70142789434,28498.95738896379,31.356563989978415,0.5726230885661431,0.03916986494009436,0.0384126447057892,54759.51741396898,0.3537603133439755,35372031.17396919,Turbulent
3.1,2.0,20017.468840228234,47870.70142789434,27853.232587666105,31.356563989978415,0.5541513760317515,0.03916986494009436,0.0384126447057892,56584.834661101275,0.3537603133439755,36551098.87976817,Turbulent
3.2,2.0,20663.19364152592,47870.70142789434,27207.50778636842,31.356563989978415,0.5368341455307591,0.03916986494009436,0.0384126447057892,58410.15190823358,0.3537603133439755,37730166.58556714,Turbulent
3.3,2.0,21308.9184428236,47870.70142789434,26561.78298507074,31.356563989978415,0.5205664441510393,0.03916986494009436,0.0384126447057892,60235.46915536587,0.35376031334397545,38909234.29136611,Turbulent
3.4,2.0,21954.643244121286,47870.70142789434,25916.058183773053,31.356563989978415,0.505255666381891,0.03916986494009436,0.0384126447057892,62060.786402498175,0.35376031334397545,40088301.997165084,Turbulent
3.5,2.0,22600.36804541897,47870.70142789434,25270.333382475368,31.356563989978415,0.4908197901995513,0.03916986494009436,0.0384126447057892,63886.10364963047,0.35376031334397545,41267369.70296406,Turbulent
3.6,2.0,23246.092846716656,47870.70142789434,24624.608581177683,31.356563989978415,0.4771859071384526,0.03916986494009436,0.0384126447057892,65711.42089676278,0.35376031334397545,42446437.408763036,Turbulent
3.7,2.0,23891.81764801434,47870.70142789434,23978.883779879998,31.356563989978415,0.4642889907293053,0.03916986494009436,0.0384126447057892,67536.73814389507,0.3537603133439755,43625505.114562005,Turbulent
3.8,2.0,24537.542449312026,47870.70142789434,23333.158978582313,31.356563989978415,0.45207085939432357,0.03916986494009436,0.0384126447057892,69362.05539102737,0.35376031334397545,44804572.82036097,Turbulent
3.9,2.0,25183.26725060971,47870.70142789434,22687.434177284627,31.356563989978415,0.44047929889703324,0.03916986494009436,0.0384126447057892,71187.37263815966,0.3537603133439755,45983640.52615995,Turbulent
4.0,2.0,25828.992051907397,47870.70142789434,22041.709375986942,31.356563989978415,0.4294673164246074,0.03916986494009436,0.0384126447057892,73012.68988529197,0.3537603133439755,47162708.23195892,Turbulent
4.1,2.0,26474.71685320508,47870.70142789434,21395.98457468926,31.356563989978415,0.41899250382888525,0.03916986494009436,0.0384126447057892,74838.00713242426,0.3537603133439755,48341775.93775789,Turbulent
4.2,2.0,27120.44165450277,47870.70142789434,20750.259773391568,31.356563989978415,0.40901649183295935,0.03916986494009436,0.0384126447057892,76663.32437955656,0.35376031334397556,49520843.64355687,Turbulent
4.3,2.0,27766.166455800456,47870.70142789434,20104.534972093883,31.356563989978415,0.39950448039498354,0.03916986494009436,0.0384126447057892,78488.64162668887,0.3537603133439755,50699911.34935583,Turbulent
4.4,2.0,28411.89125709814,47870.70142789434,19458.810170796198,31.356563989978415,0.39042483311327936,0.03916986494009436,0.0384126447057892,80313.95887382118,0.3537603133439755,51878979.055154815,Turbulent
4.5,2.0,29057.616058395826,47870.70142789434,18813.085369498513,31.356563989978415,0.38174872571076207,0.03916986494009436,0.0384126447057892,82139.27612095347,0.35376031334397556,53058046.760953784,Turbulent
4.6,2.0,29703.340859693504,47870.70142789434,18167.360568200835,31.356563989978415,0.3734498403692238,0.03916986494009436,0.0384126447057892,83964.59336808576,0.3537603133439755,54237114.46675276,Turbulent
4.7,2.0,30349.065660991197,47870.70142789434,17521.635766903142,31.356563989978415,0.3655040990847722,0.03916986494009436,0.0384126447057892,85789.91061521806,0.35376031334397556,55416182.17255173,Turbulent
4.8,2.0,30994.790462288875,47870.70142789434,16875.910965605464,31.356563989978415,0.35788943035383947,0.03916986494009436,0.0384126447057892,87615.22786235037,0.35376031334397545,56595249.878350705,Turbulent
4.9,2.0,31640.515263586567,47870.70142789434,16230.186164307772,31.356563989978415,0.3505855644282509,0.03916986494009436,0.0384126447057892,89440.54510948267,0.3537603133439755,57774317.58414968,Turbulent
5.0,2.0,32286.24006488425,47870.70142789434,15584.46136301009,31.356563989978415,0.3435738531396859,0.03916986494009436,0.0384126447057892,91265.86235661496,0.3537603133439755,58953385.28994866,Turbulent
5.1,2.0,32931.96486618193,47870.70142789434,14938.736561712409,31.356563989978415,0.33683711092126073,0.03916986494009436,0.0384126447057892,93091.17960374725,0.3537603133439755,60132452.99574762,Turbulent
5.2,2.0,33577.689667479615,47870.70142789434,14293.011760414724,31.356563989978415,0.3303594741727749,0.03916986494009436,0.0384126447057892,94916.49685087956,0.3537603133439755,61311520.7015466,Turbulent
5.3,2.0,34223.4144687773,47870.70142789434,13647.286959117038,31.356563989978415,0.3241262765468735,0.03916986494009436,0.0384126447057892,96741.81409801186,0.35376031334397545,62490588.40734557,Turbulent
5.4,2.0,34869.139270074986,47870.70142789434,13001.562157819353,31.356563989978415,0.3181239380923017,0.03916986494009436,0.0384126447057892,98567.13134514417,0.35376031334397545,63669656.11314455,Turbulent
5.5,2.0,35514.86407137267,47870.70142789434,12355.837356521668,31.356563989978415,0.31233986649062356,0.03916986494009436,0.0384126447057892,100392.44859227646,0.3537603133439755,64848723.818943515,Turbulent
5.6,2.0,36160.588872670356,47870.70142789434,11710.112555223983,31.356563989978415,0.3067623688747196,0.03916986494009436,0.0384126447057892,102217.76583940875,0.3537603133439755,66027791.524742484,Turbulent
5.7,2.0,36806.31367396804,47870.70142789434,11064.387753926298,31.356563989978415,0.301380572929549,0.03916986494009436,0.0384126447057892,104043.08308654105,0.3537603133439755,67206859.23054147,Turbulent
5.8,2.0,37452.03847526573,47870.70142789434,10418.662952628612,31.356563989978415,0.29618435615490163,0.03916986494009436,0.0384126447057892,105868.40033367336,0.3537603133439755,68385926.93634044,Turbulent
5.9,2.0,38097.76327656341,47870.70142789434,9772.938151330927,31.356563989978415,0.29116428232176766,0.03916986494009436,0.0384126447057892,107693.71758080566,0.35376031334397545,69564994.6421394,Turbulent
6.0,2.0,38743.4880778611,47870.70142789434,9127.213350033242,31.356563989978415,0.28631154428307154,0.03916986494009436,0.0384126447057892,109519.03482793795,0.3537603133439755,70744062.34793837,Turbulent
6.1,2.0,39389.21287915878,47870.70142789434,8481.488548735557,31.356563989978415,0.2816179124095786,0.03916986494009436,0.0384126447057892,111344.35207507024,0.3537603133439755,71923130.05373736,Turbulent
6.2,2.0,40034.93768045647,47870.70142789434,7835.763747437872,31.356563989978415,0.27707568801587573,0.03916986494009436,0.0384126447057892,113169.66932220255,0.3537603133439755,73102197.75953634,Turbulent
6.3,2.0,40680.66248175415,47870.70142789434,7190.038946140186,31.356563989978415,0.2726776612219729,0.03916986494009436,0.0384126447057892,114994.98656933485,0.3537603133439755,74281265.4653353,Turbulent
6.4,2.0,41326.38728305184,47870.70142789434,6544.314144842501,31.356563989978415,0.26841707276537957,0.03916986494009436,0.0384126447057892,116820.30381646716,0.3537603133439755,75460333.17113428,Turbulent
6.5,2.0,41972.11208434952,47870.70142789434,5898.589343544816,31.356563989978415,0.2642875793382199,0.03916986494009436,0.0384126447057892,118645.62106359945,0.3537603133439755,76639400.87693325,Turbulent
6.6,2.0,42617.8368856472,47870.70142789434,5252.864542247138,31.356563989978415,0.2602832220755196,0.03916986494009436,0.0384126447057892,120470.93831073174,0.35376031334397545,77818468.58273222,Turbulent
6.7,2.0,43263.5616869449,47870.70142789434,4607.139740949438,31.356563989978415,0.2563983978654372,0.03916986494009436,0.0384126447057892,122296.25555786405,0.35376031334397556,78997536.2885312,Turbulent
6.8,2.0,43909.28648824257,47870.70142789434,3961.414939651768,31.356563989978415,0.2526278331909455,0.03916986494009436,0.0384126447057892,124121.57280499635,0.35376031334397545,80176603.99433017,Turbulent
6.9,2.0,44555.01128954027,47870.70142789434,3315.690138354068,31.356563989978415,0.2489665602461492,0.03916986494009436,0.0384126447057892,125946.89005212866,0.35376031334397556,81355671.70012915,Turbulent
7.0,2.0,45200.73609083794,47870.70142789434,2669.9653370563974,31.356563989978415,0.24540989509977565,0.03916986494009436,0.0384126447057892,127772.20729926095,0.35376031334397545,82534739.40592812,Turbulent
7.1,2.0,45846.46089213563,47870.70142789434,2024.2405357587122,31.356563989978415,0.24195341770400416,0.03916986494009436,0.0384126447057892,129597.52454639324,0.3537603133439755,83713807.11172707,Turbulent
7.2,2.0,46492.18569343331,47870.70142789434,1378.515734461027,31.356563989978415,0.2385929535692263,0.03916986494009436,0.0384126447057892,131422.84179352556,0.35376031334397545,84892874.81752607,Turbulent
7.3,2.0,47137.910494731,47870.70142789434,732.7909331633418,31.356563989978415,0.23532455694499035,0.03916986494009436,0.0384126447057892,133248.15904065783,0.3537603133439755,86071942.52332503,Turbulent
7.4,2.0,47783.63529602868,47870.70142789434,87.06613186565664,31.356563989978415,0.23214449536465265,0.03916986494009436,0.0384126447057892,135073.47628779014,0.3537603133439755,87251010.22912401,Turbulent
7.5,2.0,48429.36009732637,47870.70142789434,558.6586694320285,31.356563989978415,0.22904923542645725,0.03916986494009436,0.0384126447057892,136898.79353492244,0.35376031334397545,88430077.93492298,Turbulent
7.6,2.0,49075.08489862405,47870.70142789434,1204.3834707297137,31.356563989978415,0.22603542969716178,0.03916986494009436,0.0384126447057892,138724.11078205475,0.35376031334397545,89609145.64072195,Turbulent
7.7,2.0,49720.80969992174,47870.70142789434,1850.108272027399,31.356563989978415,0.22309990463615964,0.03916986494009436,0.0384126447057892,140549.42802918705,0.35376031334397545,90788213.34652092,Turbulent
7.8,2.0,50366.53450121942,47870.70142789434,2495.833073325084,31.356563989978415,0.22023964944851662,0.03916986494009436,0.0384126447057892,142374.74527631933,0.3537603133439755,91967281.0523199,Turbulent
7.9,2.0,51012.25930251711,47870.70142789434,3141.5578746227693,31.356563989978415,0.21745180578461132,0.03916986494009436,0.0384126447057892,144200.06252345163,0.3537603133439755,93146348.75811887,Turbulent
8.0,2.0,51657.98410381479,47870.70142789434,3787.2826759204545,31.356563989978415,0.2147336582123037,0.03916986494009436,0.0384126447057892,146025.37977058394,0.3537603133439755,94325416.46391784,Turbulent
8.1,2.0,52303.70890511248,47870.70142789434,4433.00747721814,31.356563989978415,0.21208262539486783,0.03916986494009436,0.0384126447057892,147850.69701771624,0.35376031334397545,95504484.16971682,Turbulent
8.2,2.0,52949.43370641016,47870.70142789434,5078.732278515818,31.356563989978415,0.20949625191444263,0.03916986494009436,0.0384126447057892,149676.01426484852,0.3537603133439755,96683551.87551577,Turbulent
8.3,2.0,53595.158507707856,47870.70142789434,5724.457079813517,31.356563989978415,0.20697220068655775,0.03916986494009436,0.0384126447057892,151501.33151198085,0.3537603133439755,97862619.58131476,Turbulent
8.4,2.0,54240.88330900554,47870.70142789434,6370.1818811112025,31.356563989978415,0.20450824591647968,0.03916986494009436,0.0384126447057892,153326.64875911313,0.35376031334397556,99041687.28711374,Turbulent
8.5,2.0,54886.60811030323,47870.70142789434,7015.906682408888,31.356563989978415,0.2021022665527564,0.03916986494009436,0.0384126447057892,155151.96600624543,0.35376031334397556,100220754.99291271,Turbulent
8.6,2.0,55532.33291160091,47870.70142789434,7661.631483706573,31.356563989978415,0.19975224019749177,0.03916986494009436,0.0384126447057892,156977.28325337774,0.3537603133439755,101399822.69871166,Turbulent
8.7,2.0,56178.05771289858,47870.70142789434,8307.356285004244,31.356563989978415,0.19745623743660112,0.03916986494009436,0.0384126447057892,158802.60050051002,0.3537603133439755,102578890.40451065,Turbulent
8.8,2.0,56823.78251419628,47870.70142789434,8953.081086301943,31.356563989978415,0.19521241655663968,0.03916986494009436,0.0384126447057892,160627.91774764235,0.3537603133439755,103757958.11030963,Turbulent
8.9,2.0,57469.50731549397,47870.70142789434,9598.805887599628,31.356563989978415,0.19301901861780107,0.03916986494009436,0.0384126447057892,162453.23499477463,0.35376031334397556,104937025.81610861,Turbulent
9.0,2.0,58115.23211679165,47870.70142789434,10244.530688897314,31.356563989978415,0.19087436285538104,0.03916986494009436,0.0384126447057892,164278.55224190693,0.35376031334397556,106116093.52190757,Turbulent
9.1,2.0,58760.95691808932,47870.70142789434,10890.255490194984,31.356563989978415,0.1887768423844428,0.03916986494009436,0.0384126447057892,166103.86948903924,0.35376031334397545,107295161.22770654,Turbulent
9.2,2.0,59406.68171938701,47870.70142789434,11535.98029149267,31.356563989978415,0.1867249201846119,0.03916986494009436,0.0384126447057892,167929.1867361715,0.3537603133439755,108474228.93350552,Turbulent
9.3,2.0,60052.40652068471,47870.70142789434,12181.70509279037,31.356563989978415,0.18471712534391713,0.03916986494009436,0.0384126447057892,169754.50398330385,0.3537603133439755,109653296.6393045,Turbulent
9.4,2.0,60698.13132198239,47870.70142789434,12827.429894088054,31.356563989978415,0.1827520495423861,0.03916986494009436,0.0384126447057892,171579.82123043612,0.35376031334397556,110832364.34510346,Turbulent
9.5,2.0,61343.856123280064,47870.70142789434,13473.154695385725,31.356563989978415,0.18082834375772944,0.03916986494009436,0.0384126447057892,173405.13847756843,0.35376031334397545,112011432.05090244,Turbulent
9.6,2.0,61989.58092457775,47870.70142789434,14118.87949668341,31.356563989978415,0.17894471517691973,0.03916986494009436,0.0384126447057892,175230.45572470073,0.35376031334397545,113190499.75670141,Turbulent
9.7,2.0,62635.305725875434,47870.70142789434,14764.604297981095,31.356563989978415,0.17709992429880717,0.03916986494009436,0.0384126447057892,177055.772971833,0.3537603133439755,114369567.46250036,Turbulent
9.8,2.0,63281.030527173134,47870.70142789434,15410.329099278795,31.356563989978415,0.17529278221412545,0.03916986494009436,0.0384126447057892,178881.09021896534,0.3537603133439755,115548635.16829936,Turbulent
9.9,2.0,63926.75532847082,47870.70142789434,16056.05390057648,31.356563989978415,0.1735221480503464,0.03916986494009436,0.0384126447057892,180706.40746609762,0.35376031334397556,116727702.87409833,Turbulent
10.0,2.0,64572.4801297685,47870.70142789434,16701.77870187416,31.356563989978415,0.17178692656984296,0.03916986494009436,0.0384126447057892,182531.72471322992,0.3537603133439755,117906770.57989731,Turbulent
